Country Name,year,Control of Corruption,Government Effectiveness,Political Stability and Absence of Violence/Terrorism,Regulatory Quality,Rule of Law,Voice and Accountability
Guinea-Bissau,2013,-1.341573954,-1.457127094,-0.899927616,-1.289142847,-1.611724138,-1.343437076
Guinea-Bissau,2014,-1.556711912,-1.644836664,-0.706451654,-1.212226987,-1.338504314,-0.849528134
Guinea-Bissau,2015,-1.484072566,-1.630338669,-0.518216372,-1.212238193,-1.294043779,-0.749232173
Guinea-Bissau,2016,-1.562587619,-1.682119727,-0.442693859,-1.235182405,-1.525728822,-0.733713031
Guinea-Bissau,2017,-1.581135035,-1.79129231,-0.498639256,-1.206177831,-1.45640564,-0.79739219
Guinea-Bissau,2018,-1.540681958,-1.523099303,-0.685560167,-1.22309804,-1.24779892,-0.687607586
Guinea-Bissau,2019,-1.480724335,-1.554981351,-0.558011115,-1.251477242,-1.282622933,-0.48110652
Guinea-Bissau,2020,-1.342402101,-1.451486468,-0.734696805,-1.266315937,-1.37668252,-0.451619476
Guinea-Bissau,2021,-1.300152063,-1.423883915,-0.280239314,-1.25828886,-1.437948465,-0.236318469
Guinea,1996,-0.939941525,-1.169292927,-1.150932908,-0.840301275,-1.447080135,-1.229575992
Guinea,1998,-1.075009942,-0.849191964,-0.586954713,-0.8060413,-1.391768932,-1.110450149
Guinea,2000,-1.050160885,-0.877114892,-1.907590032,-0.824051261,-1.389179468,-1.101043224
Guinea,2002,-0.767053604,-0.959807038,-1.421165824,-1.113725543,-1.080204725,-1.263446808
Guinea,2003,-0.888901353,-0.762785912,-0.788895369,-0.970146477,-1.154066205,-1.195398688
Guinea,2004,-0.88760668,-0.905039847,-1.033383608,-1.01313293,-1.302322268,-1.270173192
Guinea,2005,-1.073312879,-1.057970881,-1.153976798,-1.037126303,-1.423453331,-1.172004819
Guinea,2006,-1.121541977,-1.269739509,-1.908928514,-1.143164992,-1.420995474,-1.227811456
Guinea,2007,-1.292450428,-1.250657439,-2.403348207,-1.187397957,-1.452069283,-1.368683934
Guinea,2008,-1.21101439,-1.176248312,-2.097338915,-1.166003227,-1.540276289,-1.426303506
Guinea,2009,-1.096284151,-1.046903133,-2.116455078,-1.123585939,-1.5522995,-1.302840233
Guinea,2010,-1.221938848,-1.127732158,-1.687079072,-1.059894323,-1.485632777,-0.917964995
Guinea,2011,-1.12737143,-1.149590731,-1.388054013,-1.00237,-1.448172688,-0.887738705
Guinea,2012,-1.055663228,-1.26455462,-1.287012458,-1.019625306,-1.399059772,-1.013888836
Guinea,2013,-1.049763322,-1.174742222,-1.229851723,-1.024412274,-1.383079529,-1.022311449
Guinea,2014,-1.06706202,-1.243937969,-0.955242753,-1.069671392,-1.367539644,-0.857567132
Guinea,2015,-0.992457926,-1.156280398,-0.386988342,-0.879648924,-1.175860643,-0.857851386
Guinea,2016,-0.926131964,-1.034941912,-0.393874824,-0.878493071,-1.233049154,-0.760865033
Guinea,2017,-1.017583609,-1.06098485,-0.700996876,-0.84972924,-1.241850495,-0.739428699
Guinea,2018,-1.040452719,-1.002142549,-0.88408637,-0.793029249,-1.218129873,-0.773560226
Guinea,2019,-0.892452061,-0.83614707,-0.843246162,-0.795880973,-1.216113567,-0.767856658
Guinea,2020,-0.947534502,-0.941214144,-0.667339504,-0.86191231,-1.27371645,-0.918391645
Guinea,2021,-0.996127367,-0.915673137,-0.970410824,-0.964260876,-1.13051641,-0.987571359
Liberia,1996,-1.500141144,-1.719502926,-2.4394629,-1.826899171,-1.927978277,-1.434985638
Liberia,1998,-1.536518455,-1.731027842,-1.755550861,-1.749775052,-1.802050948,-0.892448485
Liberia,2000,-1.098915219,-1.791944146,-1.952880502,-1.73482883,-1.880869508,-1.031444669
Liberia,2002,-1.034288645,-1.531707287,-2.189619541,-1.605015397,-1.631252885,-1.269858479
Liberia,2003,-1.151747227,-1.427929401,-2.159392834,-1.631839752,-1.533646107,-1.445946336
Liberia,2004,-1.329605699,-1.423024893,-1.365385771,-1.855968833,-1.563163638,-1.291519523
Liberia,2005,-1.201530457,-1.427683234,-1.357908726,-1.589710236,-1.319937825,-0.417990476
Liberia,2006,-0.723485768,-1.220161557,-1.326841235,-1.347984076,-0.883909762,-0.167643145
Liberia,2007,-0.476487666,-1.176877618,-1.244839549,-1.11355567,-0.906182289,-0.142709941
Liberia,2008,-0.791121185,-1.234547496,-1.283122301,-1.274245739,-1.105971694,-0.184938192
Liberia,2009,-0.607343435,-1.20034039,-1.050554633,-1.175838113,-1.025160193,-0.163391471
Liberia,2010,-0.574574232,-1.262158394,-0.46852529,-1.040091872,-0.973339379,-0.211385727
Liberia,2011,-0.690497637,-1.231769323,-0.42737025,-1.081623197,-0.937408507,-0.256350547
Liberia,2012,-0.607038319,-1.167322159,-0.484476507,-1.04993248,-0.888212502,-0.306616247
Liberia,2013,-0.718096495,-1.373127222,-0.475507081,-0.923242867,-0.881992996,-0.387322694
Liberia,2014,-0.77924335,-1.345759034,-0.615449607,-0.880495667,-0.803596199,-0.276458383
Liberia,2015,-0.644358218,-1.342369318,-0.818025708,-0.883145332,-0.858709216,-0.230453834
Liberia,2016,-0.721422374,-1.288122535,-0.437407762,-0.966752529,-0.953627825,-0.106433168
Liberia,2017,-0.666078091,-1.342834473,-0.33308503,-0.965711117,-0.955902696,0.044943046
Liberia,2018,-0.851863027,-1.308888674,-0.211711287,-0.975837052,-0.984665096,-0.027837683
Liberia,2019,-0.897809148,-1.373896837,-0.331433713,-0.99135685,-0.986838162,-0.072639287
Liberia,2020,-0.882545769,-1.434617043,-0.367163062,-1.022971988,-1.016960144,-0.065778889
Liberia,2021,-0.91611737,-1.376985192,-0.241881981,-0.95016712,-0.925903976,-0.021141458
Mauritania,1996,-0.555694163,-0.1241927,0.368493199,-0.401735693,-0.503623307,-0.567770183
Mauritania,1998,-0.515584171,-0.09906432,0.352811933,-0.452446401,-0.457131624,-0.711399913
Mauritania,2000,-0.486816674,-0.142841607,0.345234483,-0.316572756,-0.405623823,-0.789923966
Mauritania,2002,-0.083033614,-0.231615514,0.3820467,0.172739282,-0.486519575,-0.793843627
Mauritania,2003,-0.074341983,-0.19542174,0.059730738,-0.160814732,-0.616726696,-0.76457721
Mauritania,2004,-0.365095526,-0.591448247,-0.166340142,-0.149925396,-0.757936656,-1.131420732
Mauritania,2005,-0.535383821,-0.324555993,-0.224495947,-0.376651973,-0.725180209,-0.912761688
Mauritania,2006,-0.74640882,-0.909149766,0.240350217,-0.466557533,-0.79064399,-0.851902544
Mauritania,2007,-0.576470912,-0.921015084,-0.279368013,-0.494043827,-0.702090204,-0.666273534
Mauritania,2008,-0.785068154,-1.001306415,-0.643881679,-0.678380013,-1.160151958,-0.942664027
Mauritania,2009,-0.608217955,-0.925859511,-0.882854044,-0.711697698,-0.814965606,-0.924538612
Mauritania,2010,-0.71273458,-0.986153364,-1.076169848,-0.843002915,-0.897638857,-0.90926522
Mauritania,2011,-0.641656637,-0.962067187,-1.173678875,-0.801002622,-0.929718733,-0.927596331
Mauritania,2012,-0.793573499,-0.913015425,-1.133991718,-0.652322829,-0.939481437,-0.910916328
Mauritania,2013,-0.846679747,-0.992993474,-1.014761448,-0.67119503,-1.008838177,-0.959419847
Mauritania,2014,-0.932531476,-0.99146378,-0.589508355,-0.832643926,-0.873080671,-0.895695508
Mauritania,2015,-0.911429107,-1.025568247,-0.63780123,-0.891417444,-0.883559704,-0.888245821
Mauritania,2016,-0.736587822,-0.808020651,-0.746967673,-0.77893889,-0.734288871,-0.774358869
Mauritania,2017,-0.748368979,-0.76363492,-0.626936257,-0.804684341,-0.603195906,-0.801386833
Mauritania,2018,-0.790253997,-0.7856915,-0.62922591,-0.848510444,-0.692997277,-0.873295307
Mauritania,2019,-0.845596373,-0.575070918,-0.568760574,-0.809181154,-0.590795577,-0.8003636
Mauritania,2020,-0.793287754,-0.807231069,-0.720177472,-0.875993729,-0.59210217,-0.825380862
Mauritania,2021,-0.821054399,-0.733716249,-0.670254648,-1.055223942,-0.670558989,-0.76521939
Morocco,1996,-0.106926993,-0.104411051,-0.209069982,-0.102563486,0.221231312,-0.416846514
Morocco,1998,0.103345759,0.023913778,0.307698369,0.024582447,0.129340261,-0.243397817
Morocco,2000,-0.233573437,0.026065599,-0.065564901,-0.021728376,0.098202221,-0.449143887
Morocco,2002,-0.240059301,-0.195086256,-0.261418521,-0.078193411,-0.049010798,-0.465828568
Morocco,2003,-0.319970191,-0.192235157,-0.407007366,-0.284974277,-0.112911001,-0.752867103
Morocco,2004,-0.243782789,-0.200155571,-0.312668711,-0.244661465,-0.049032051,-0.508274615
Morocco,2005,-0.425059497,-0.388703555,-0.556680739,-0.437574357,-0.269636899,-0.687104881
Morocco,2006,-0.476106465,-0.254543036,-0.461343467,-0.212712377,-0.318183392,-0.712467074
Morocco,2007,-0.386843711,-0.334395856,-0.501324236,-0.215945512,-0.32965067,-0.707481861
Morocco,2008,-0.433665723,-0.347747773,-0.571273208,-0.159162045,-0.385672748,-0.758323967
Morocco,2009,-0.367966145,-0.282152444,-0.398299634,-0.090557851,-0.262815058,-0.745714903
Morocco,2010,-0.231423751,-0.228841037,-0.383013308,-0.119565077,-0.213534176,-0.698601484
Morocco,2011,-0.452251226,-0.264674336,-0.392256796,-0.176636279,-0.275484473,-0.709956765
Morocco,2012,-0.493130356,-0.133275002,-0.470458776,-0.110853657,-0.292328745,-0.605667233
Morocco,2013,-0.423098087,-0.077973127,-0.493017614,-0.091055743,-0.34456414,-0.698580146
Morocco,2014,-0.305042803,-0.130273983,-0.446265608,-0.027915997,-0.130764112,-0.688516021
Morocco,2015,-0.261249363,-0.111680008,-0.341487408,-0.081451699,-0.161094025,-0.630448699
Morocco,2016,-0.165456429,-0.164237484,-0.312573463,-0.145550981,-0.25655067,-0.624200046
Morocco,2017,-0.174473464,-0.279189408,-0.373987466,-0.143823475,-0.260471582,-0.670858622
Morocco,2018,-0.266063303,-0.330775559,-0.345210612,-0.246215358,-0.229766533,-0.681170464
Morocco,2019,-0.339404434,-0.201040924,-0.339893311,-0.141041234,-0.247476295,-0.628879964
Morocco,2020,-0.42034483,-0.088720001,-0.353218377,-0.035005618,-0.191629991,-0.599163711
Morocco,2021,-0.433994025,-0.066775173,-0.396076441,-0.121726759,-0.25322035,-0.607270956
Namibia,1996,0.808773279,0.431657553,0.85437119,0.360743493,0.251412272,0.496299714
Namibia,1998,0.735702813,0.295157015,0.505568922,0.46582973,0.178116381,0.330687076
Namibia,2000,0.773133337,0.288999677,-0.250100613,0.320122689,0.120125674,0.333465695
Namibia,2002,0.114022799,0.174336687,0.148751169,0.582995772,0.279029697,0.251939505
Namibia,2003,0.189308584,0.256043524,0.478074342,0.224924058,0.288175642,0.186523661
Namibia,2004,0.115224101,0.138490334,0.664763033,0.230400413,-0.022537267,0.27459532
Namibia,2005,0.150281817,0.074225001,0.625976086,0.142397329,-0.066113971,0.331786513
Namibia,2006,0.196952045,0.162311792,0.78224957,0.173593417,0.196435556,0.481321037
Namibia,2007,0.311637253,0.198420018,1.018760681,0.046088159,0.16077818,0.449754745
Namibia,2008,0.641149759,0.342985272,1.201014876,0.376434058,0.437859297,0.450895995
Namibia,2009,0.269764304,0.211638153,0.929570854,0.241088286,0.252103716,0.375795007
Namibia,2010,0.315519512,0.156898081,0.846940041,0.213284954,0.214178309,0.349807352
Namibia,2011,0.277477235,0.135968268,0.911657512,0.09231393,0.163114116,0.340737253
Namibia,2012,0.321495771,0.240754634,0.978104293,0.155978978,0.30407232,0.378439128
Namibia,2013,0.30405581,0.273176253,0.958809972,0.164272174,0.318986148,0.400293291
Namibia,2014,0.261683822,0.22390613,0.608740628,0.076616585,0.206357837,0.552335262
Namibia,2015,0.299405813,0.326937437,0.733112812,0.060203824,0.258722186,0.578454077
Namibia,2016,0.309852898,0.229374781,0.710089684,0.002623339,0.478618205,0.582225859
Namibia,2017,0.290749907,0.259861737,0.628351569,-0.103185646,0.298591077,0.550321102
Namibia,2018,0.334220558,0.15051809,0.691502392,0.011069839,0.351872444,0.457678974
Namibia,2019,0.345387161,0.12494795,0.529649496,0.015275832,0.390159935,0.514972746
Namibia,2020,0.303862303,0.067759402,0.529492319,0.02586708,0.362674594,0.560283542
Namibia,2021,0.258660823,0.059346285,0.547819197,-0.004640299,0.362279296,0.57228744
Nigeria,1996,-1.189008594,-0.923635602,-1.05690825,-0.968231022,-1.289722919,-1.55370152
Nigeria,1998,-1.160612702,-1.119764566,-0.588243723,-0.922067761,-1.189121246,-1.080581784
Nigeria,2000,-1.324634433,-0.970691919,-1.455326319,-0.875233531,-1.160920024,-0.481231272
Nigeria,2002,-1.502067566,-1.019714952,-1.626329303,-1.178755283,-1.495899796,-0.634268761
Nigeria,2003,-1.417653799,-0.921969414,-1.635588288,-1.230159998,-1.512510061,-0.662227452
Nigeria,2004,-1.383372903,-0.94071418,-1.754415751,-1.292817712,-1.439663053,-0.796761572
Nigeria,2005,-1.180775523,-0.901512623,-1.666500449,-0.792749345,-1.35421598,-0.868943334
Nigeria,2006,-1.126394391,-0.972157061,-2.034077644,-0.947573066,-1.075395942,-0.623297811
Nigeria,2007,-1.066939831,-1.039311171,-2.014056444,-0.894971669,-1.06105268,-0.760439932
Nigeria,2008,-0.900948942,-0.995108604,-1.860711932,-0.815719306,-1.038304806,-0.735603809
Nigeria,2009,-1.041885853,-1.204816937,-1.994553804,-0.760188282,-1.156107783,-0.848863244
Nigeria,2010,-1.051508546,-1.169436932,-2.211123228,-0.743477106,-1.158836246,-0.77708143
Nigeria,2011,-1.189361453,-1.106270552,-1.956454515,-0.699536264,-1.17883873,-0.713411033
Nigeria,2012,-1.175933242,-1.002810359,-2.042073727,-0.723069429,-1.138828754,-0.70021987
Nigeria,2013,-1.226869226,-0.999358833,-2.088478327,-0.681769371,-1.120073915,-0.693028212
Nigeria,2014,-1.28350389,-1.190599918,-2.130276442,-0.837622762,-1.055568933,-0.587156057
Nigeria,2015,-1.070220828,-0.971849918,-1.925442815,-0.866751492,-0.967466533,-0.372613758
Nigeria,2016,-1.021906614,-1.094462991,-1.877709866,-0.9317137,-1.026061773,-0.319362521
Nigeria,2017,-1.077942014,-1.020086169,-1.999155045,-0.901708126,-0.874379098,-0.339918911
Nigeria,2018,-1.064718127,-1.097488046,-2.101823092,-0.864204466,-0.903242588,-0.43050319
Nigeria,2019,-1.079277754,-1.184433699,-1.920183301,-0.925423801,-0.922569573,-0.434370816
Nigeria,2020,-1.082718611,-1.115896702,-1.87046504,-1.009439349,-0.82598722,-0.580638468
Nigeria,2021,-1.070116878,-0.995998681,-1.779303193,-0.932637811,-0.855664015,-0.636555552
Sao Tome and Principe,1996,0.401667178,-0.380564451,1.050371766,-0.651714683,0.268791258,0.325054944
Sao Tome and Principe,1998,0.401505977,-0.349467725,1.084265828,-0.644843221,0.26272431,0.514014363
Sao Tome and Principe,2000,0.34606427,-0.396729678,1.151199818,-0.664511323,0.207037777,0.477989197
Sao Tome and Principe,2002,0.237328082,-0.498171955,0.555834174,-0.267191708,-0.199828878,0.555894732
Sao Tome and Principe,2003,-0.109425098,-0.452734947,0.25944972,-0.536516249,-0.218190566,0.244709224
Sao Tome and Principe,2004,-0.463267118,-0.710761964,0.572325528,-0.928992569,-0.231533602,0.10961426
Sao Tome and Principe,2005,-0.541059792,-0.71800822,0.575508893,-0.91509521,-0.533665299,0.061734978
Sao Tome and Principe,2006,-0.274057031,-0.837274373,0.347574234,-0.681605339,-0.510794938,0.272127599
Sao Tome and Principe,2007,-0.288336992,-0.753269613,0.394139469,-0.817054868,-0.457398832,0.1911356
Sao Tome and Principe,2008,-0.293066412,-0.736262798,0.175346196,-0.739144027,-0.494799554,0.184755787
Sao Tome and Principe,2009,-0.184565529,-0.76072216,0.146619737,-0.774942636,-0.698571324,0.156031415
Sao Tome and Principe,2010,-0.237911433,-0.861419261,0.115442857,-0.854655921,-0.683138371,0.123737596
Sao Tome and Principe,2011,-0.182666853,-0.75251019,0.0078264,-0.749479055,-0.669470012,0.248113558
Sao Tome and Principe,2012,-0.172321394,-0.736349225,0.013335418,-0.798958182,-0.74639219,0.180133849
Sao Tome and Principe,2013,-0.17133531,-0.764673293,0.111840725,-0.807314754,-0.770315468,0.135057092
Sao Tome and Principe,2014,0.013321333,-0.86949122,0.184183002,-0.833610535,-0.790833831,0.321623474
Sao Tome and Principe,2015,-0.041964285,-0.816462517,0.144042566,-0.817176878,-0.753271639,0.280199856
Sao Tome and Principe,2016,-0.057104509,-0.744742393,0.223286852,-0.86047405,-0.673408866,0.36150983
Sao Tome and Principe,2017,0.18001163,-0.814973295,0.186047122,-0.877488613,-0.70994997,0.298386067
Sao Tome and Principe,2018,0.181794435,-0.756703734,0.522385001,-0.890949309,-0.698014081,0.132230133
Sao Tome and Principe,2019,0.160535991,-0.730839312,0.513909996,-0.949943542,-0.672224104,0.370800614
Sao Tome and Principe,2020,0.144833297,-0.691931129,0.501609564,-0.956708252,-0.677376807,0.372656345
Sao Tome and Principe,2021,0.257983625,-0.734239638,0.597510636,-0.929857135,-0.702518404,0.349041045
Senegal,1996,-0.142714694,0.076242514,-0.601866663,-0.129939035,-0.181543231,0.108496256
Senegal,1998,-0.122646809,-0.148121446,-0.988236308,-0.167377383,0.068834841,0.029125068
Senegal,2000,-0.094585538,-0.165955797,-0.587890506,-0.19456467,0.079988182,0.199801683
Senegal,2002,0.247913659,-0.045844205,-0.273943573,-0.271161288,0.089251734,0.380685329
Senegal,2003,-0.141306818,-0.394959658,-0.250177979,-0.308505297,-0.052030485,0.266685933
Senegal,2004,0.023222394,-0.346871465,0.029510794,-0.323487252,0.020185215,0.172796905
Senegal,2005,-0.035375662,-0.25545451,-0.204009935,-0.260493904,0.009816418,0.056197815
Senegal,2006,-0.37309429,-0.367796987,-0.264316946,-0.368648618,-0.22130622,0.061726816
Senegal,2007,-0.514299452,-0.490729719,-0.244918704,-0.404348582,-0.239804193,-0.181714088
Senegal,2008,-0.500159681,-0.214621931,-0.14859134,-0.347913265,-0.280423701,-0.213503495
Senegal,2009,-0.490049094,-0.554416418,-0.205201,-0.324280888,-0.367224395,-0.269090444
Senegal,2010,-0.641386092,-0.595708191,-0.41792497,-0.317569882,-0.397503406,-0.267737418
Senegal,2011,-0.503729224,-0.497772127,-0.280602247,-0.245334327,-0.456045747,-0.220193043
Senegal,2012,-0.258422732,-0.477523863,-0.108322032,-0.109142281,-0.281967074,-0.004189135
Senegal,2013,-0.188867226,-0.428277671,-0.060722835,-0.073225945,-0.236131489,0.060057394
Senegal,2014,0.058830507,-0.407872409,-0.198223099,-0.26208818,-0.075510599,0.291716129
Senegal,2015,0.055391118,-0.449007273,-0.116664805,-0.20640099,-0.141871631,0.283083826
Senegal,2016,-0.000139189,-0.47374016,-0.218255326,-0.200520143,-0.108308889,0.369677246
Senegal,2017,-0.088505775,-0.340407968,-0.050536823,-0.178597897,-0.150462985,0.31716612
Senegal,2018,-0.022089597,-0.307826251,-0.101474032,-0.138930887,-0.205593452,0.212975323
Senegal,2019,0.010635718,-0.115319677,0.04654783,-0.163330793,-0.191692054,0.234817654
Senegal,2020,0.007891439,-0.034973796,-0.139079079,-0.281065971,-0.285696387,0.240493149
Senegal,2021,0.058420014,0.059229929,-0.169552103,-0.312054127,-0.36444363,0.192614168
Sierra Leone,1996,-0.756474376,-1.409645319,-1.69709754,-1.529431701,-1.381991386,-0.587721765
Sierra Leone,1998,-0.724983811,-1.545192122,-2.173201084,-1.492680073,-1.314346433,-1.132704616
Sierra Leone,2000,-0.736801982,-1.608168244,-1.868685722,-1.570259094,-1.2887429,-1.3351897
Sierra Leone,2002,-0.789458632,-1.628981471,-0.691395998,-1.347733498,-1.344338536,-0.554964662
Sierra Leone,2003,-0.892783046,-1.358835697,-1.081210256,-1.179167032,-1.194705486,-0.346790135
Sierra Leone,2004,-0.881412625,-1.138119817,-0.514731526,-1.091193676,-1.150321126,-0.311112106
Sierra Leone,2005,-1.085491657,-1.353791952,-0.481067777,-1.101499438,-1.151015639,-0.530995607
Sierra Leone,2006,-1.026145697,-1.106383324,-0.302883804,-1.142181635,-0.992507756,-0.326508969
Sierra Leone,2007,-0.919340312,-1.16081059,-0.061578196,-1.090546489,-0.994199395,-0.218499303
Sierra Leone,2008,-0.978874683,-1.16265583,-0.239808902,-0.9773615,-0.944533825,-0.141638219
Sierra Leone,2009,-0.942291141,-1.200726509,-0.289030254,-0.805877388,-0.914634764,-0.241323814
Sierra Leone,2010,-0.780791581,-1.215191126,-0.236645371,-0.760722637,-0.9471398,-0.157845289
Sierra Leone,2011,-0.860041797,-1.196948647,-0.168444857,-0.73083967,-0.862535298,-0.203812569
Sierra Leone,2012,-0.957400441,-1.226806164,-0.279945284,-0.710573137,-0.867620051,-0.320652544
Sierra Leone,2013,-0.91197145,-1.224215031,-0.174718276,-0.720584512,-0.867795408,-0.342591554
Sierra Leone,2014,-0.94812119,-1.252800226,-0.104039676,-0.822831988,-0.935593963,-0.287112534
Sierra Leone,2015,-0.796082497,-1.247650146,-0.102516763,-0.908138454,-0.870422065,-0.27091378
Sierra Leone,2016,-0.818006098,-1.189618468,-0.159926459,-0.938941002,-0.790448606,-0.198110342
Sierra Leone,2017,-0.56801635,-1.191332459,-0.035861153,-0.934862435,-0.791663229,-0.194168866
Sierra Leone,2018,-0.489217043,-1.155907035,-0.08529795,-0.903757811,-0.782499313,-0.188980788
Sierra Leone,2019,-0.445484549,-1.135929108,-0.052844845,-0.900548935,-0.784437656,-0.135008842
Sierra Leone,2020,-0.371052653,-1.027739286,-0.299029827,-0.888310492,-0.769567072,-0.095774673
Sierra Leone,2021,-0.431214958,-1.114508152,-0.164547756,-0.964902222,-0.818652034,-0.063634917
South Africa,1996,0.732927382,1.020495892,-0.379187554,0.515013754,0.087929197,0.841138542
South Africa,1998,0.638808608,0.624708474,-0.546053231,0.50777036,0.157686293,0.84697777
South Africa,2000,0.550269723,0.645909369,-0.227864951,0.540943027,0.148772299,0.746240437
South Africa,2002,0.332901508,0.607831419,-0.254789859,0.733767986,0.027391721,0.659822226
South Africa,2003,0.275540829,0.602573693,-0.312842578,0.819586337,0.037599266,0.700217009
South Africa,2004,0.397753119,0.561649323,-0.131729558,0.692467272,0.004516266,0.715736926
South Africa,2005,0.483857185,0.569725692,-0.162092119,0.715097189,-0.011951254,0.64901036
South Africa,2006,0.378271431,0.324346781,0.047030076,0.74697268,0.181309819,0.651613116
South Africa,2007,0.197672486,0.287496805,0.215346545,0.595666349,0.000255581,0.578765213
South Africa,2008,0.153828725,0.337714642,0.049528994,0.656967223,0.005417761,0.575648129
South Africa,2009,0.125426695,0.313202083,-0.11449261,0.449182034,0.072423071,0.570525587
South Africa,2010,0.065393098,0.192784637,-0.029427003,0.44557327,0.097749457,0.60209012
South Africa,2011,-0.004233705,0.219012007,0.02403157,0.446406275,0.129662588,0.590838611
South Africa,2012,-0.184170604,0.171206728,-0.0253867,0.398661673,0.084444158,0.58215332
South Africa,2013,-0.137831539,0.308263749,-0.046294536,0.380482465,0.13549374,0.600703418
South Africa,2014,-0.124875419,0.164872631,-0.146388963,0.230833724,0.155454814,0.640374124
South Africa,2015,-0.043698575,0.116498068,-0.212992936,0.224308655,0.036860969,0.6485852
South Africa,2016,0.044075001,0.132853389,-0.14150399,0.130060062,0.063835822,0.648347199
South Africa,2017,-0.101495706,0.100143969,-0.277561665,0.152884081,-0.135990173,0.630475342
South Africa,2018,-0.112126492,0.132596701,-0.227779329,-0.028227128,-0.202013463,0.628293097
South Africa,2019,0.020065013,0.162542775,-0.267670423,0.023029443,-0.123172171,0.653677583
South Africa,2020,-0.010780005,0.096805505,-0.24082458,0.035060983,-0.179914132,0.700182557
South Africa,2021,0.022103222,-0.017443843,-0.706576824,-0.073147528,0.130612433,0.788497388
Togo,1996,-0.84262079,-0.688587904,-0.376152635,-0.391079694,-0.73124963,-0.986241639
Togo,1998,-0.831447601,-0.987684667,-0.615864933,-0.674632609,-0.75963217,-1.124888897
Togo,2000,-0.751898825,-1.056840181,-0.290849715,-0.829547107,-0.649043918,-1.125960112
Togo,2002,-0.758069575,-1.198941946,0.057386961,-0.785779953,-0.830014586,-1.383552551
Togo,2003,-0.902238727,-1.285197258,-0.185996637,-0.687587142,-0.955924153,-1.180868506
Togo,2004,-0.943994403,-1.385428667,-0.314870864,-0.864377677,-1.10269165,-1.231241107
Togo,2005,-0.87377125,-1.459256053,-1.44021821,-0.84233588,-1.064425945,-1.221733451
Togo,2006,-1.0496068,-1.49716568,-0.527322233,-0.91953963,-0.9487499,-1.19514668
Togo,2007,-0.997273386,-1.534018636,-0.341404855,-0.975777388,-0.930305898,-1.067694306
Togo,2008,-0.975757539,-1.491011024,-0.168963,-0.973068416,-0.833383977,-0.988219559
Togo,2009,-1.032309651,-1.364273429,-0.165575549,-0.877426922,-0.896127939,-0.978557885
Togo,2010,-0.967423081,-1.391686678,-0.179348394,-0.887266576,-0.935580134,-0.952039063
Togo,2011,-1.026531458,-1.380310178,-0.162598491,-1.018981934,-0.893909216,-0.903721452
Togo,2012,-1.007718325,-1.303533673,-0.386457771,-0.855400681,-0.948060036,-0.995809436
Togo,2013,-1.034691691,-1.294747949,-0.35371083,-0.940925956,-0.984186471,-0.904471815
Togo,2014,-0.899913251,-1.271079183,-0.167126864,-0.8451882,-0.8583318,-0.766805112
Togo,2015,-0.733909905,-1.204812407,-0.231348053,-0.843438804,-0.799924314,-0.700742722
Togo,2016,-0.68836832,-1.095362186,-0.172353581,-0.824368298,-0.635770738,-0.545297205
Togo,2017,-0.712415874,-1.146355152,-0.882035971,-0.817340374,-0.716015756,-0.624594569
Togo,2018,-0.727729797,-1.075192928,-0.893912494,-0.689334095,-0.602520525,-0.763640106
Togo,2019,-0.725558102,-0.936474919,-0.919564307,-0.727751791,-0.572418034,-0.729201138
Togo,2020,-0.707524717,-0.69655925,-0.91657424,-0.648758411,-0.65079242,-0.749686539
Togo,2021,-0.668002546,-0.647204578,-0.801819801,-0.633285165,-0.55933398,-0.79436487
